fraud_id,fraud_type,location,date_reported,amount_loss,reported_by,age,channel,is_preventable,fraud_detected_at,risk_score
FRAUD-4295789,Payment Fraud,Ontario,2024-04-05,305.6,employer,61,phone,True,Completion,0.64
FRAUD-2445717,Payment Fraud,Ontario,2023-08-03,2350.63,bank,40,email,False,Completion,0.39
FRAUD-9387669,Payment Fraud,Ontario,2024-10-12,498.01,victim,37,email,False,Completion,0.66
FRAUD-6311694,Payment Fraud,Ontario,2023-01-29,1513.21,bank,43,in-person,True,Initiation,0.94
FRAUD-3534986,Payment Fraud,Ontario,2023-01-23,2255.37,victim,23,online,True,Processing,0.25
FRAUD-5273047,Payment Fraud,Ontario,2024-06-05,2645.91,victim,53,online,False,Initiation,0.29
FRAUD-6465614,Payment Fraud,Ontario,2023-01-14,3066.27,police,47,online,False,Initiation,0.32
FRAUD-7170144,Payment Fraud,Ontario,2024-04-02,4450.81,employer,49,online,True,Initiation,0.69
FRAUD-8965818,Payment Fraud,Ontario,2024-08-02,3812.71,victim,59,phone,True,Processing,0.3
FRAUD-2626031,Payment Fraud,Ontario,2023-03-17,364.42,police,78,email,True,Completion,0.41
FRAUD-2452945,Payment Fraud,Ontario,2023-03-07,1169.57,bank,47,in-person,False,Processing,0.75
FRAUD-6617635,Payment Fraud,Ontario,2024-06-23,4921.56,employer,42,online,False,Initiation,0.72
FRAUD-8020767,Payment Fraud,Ontario,2024-11-11,803.34,bank,56,email,True,Initiation,0.79
FRAUD-2348153,Payment Fraud,Ontario,2023-04-21,941.14,employer,52,online,False,Processing,0.59
FRAUD-9454104,Payment Fraud,Ontario,2023-09-26,1138.91,bank,41,in-person,False,Completion,0.43
FRAUD-9042705,Payment Fraud,Ontario,2024-01-02,3184.45,bank,72,online,True,Initiation,0.66
FRAUD-4823872,Payment Fraud,Ontario,2023-03-19,4309.76,police,80,email,False,Completion,0.31
FRAUD-8388805,Payment Fraud,Ontario,2023-01-16,1591.52,police,77,in-person,False,Initiation,0.67
FRAUD-6435191,Payment Fraud,Ontario,2023-02-09,2217.2,police,63,email,True,Completion,0.24
FRAUD-4022737,Payment Fraud,Ontario,2024-09-05,3171.69,police,38,phone,False,Processing,0.92
FRAUD-6495591,Payment Fraud,Ontario,2023-05-09,2517.78,employer,40,email,False,Completion,0.31
FRAUD-2993945,Payment Fraud,Ontario,2023-12-15,3738.04,employer,23,online,False,Initiation,0.82
FRAUD-7006265,Payment Fraud,Ontario,2023-07-14,3263.84,victim,77,email,False,Processing,0.68
FRAUD-8025649,Payment Fraud,Ontario,2024-06-29,607.59,police,42,online,False,Completion,0.45
FRAUD-1078621,Payment Fraud,Ontario,2023-10-27,1952.22,victim,24,phone,True,Processing,0.54
FRAUD-8525918,Payment Fraud,Ontario,2023-09-10,4314.19,employer,63,in-person,True,Initiation,0.67
FRAUD-9337382,Payment Fraud,Ontario,2023-09-01,2668.38,police,18,phone,False,Initiation,0.74
FRAUD-4429530,Payment Fraud,Ontario,2024-10-09,2300.73,victim,21,phone,False,Completion,0.49
FRAUD-2113628,Payment Fraud,Ontario,2023-04-03,4869.27,employer,43,email,False,Initiation,0.33
FRAUD-7267392,Payment Fraud,Ontario,2023-04-30,1790.58,employer,58,phone,False,Completion,0.44
FRAUD-2240929,Payment Fraud,Ontario,2024-08-23,1177.05,victim,66,in-person,True,Processing,0.92
FRAUD-7726377,Payment Fraud,Ontario,2024-12-19,1262.23,employer,33,online,True,Processing,0.65
FRAUD-1700707,Payment Fraud,Ontario,2024-01-12,905.43,employer,39,phone,True,Processing,0.3
FRAUD-5644153,Payment Fraud,Ontario,2024-05-09,451.88,police,50,in-person,False,Processing,0.34
FRAUD-1701601,Payment Fraud,Ontario,2024-01-06,3712.81,police,55,phone,True,Initiation,0.71
FRAUD-4811788,Payment Fraud,Ontario,2023-04-22,629.55,victim,24,in-person,False,Initiation,0.25
FRAUD-5384486,Payment Fraud,Ontario,2024-07-09,4457.5,victim,23,online,True,Completion,0.84
FRAUD-6492805,Payment Fraud,Ontario,2023-05-03,4312.94,employer,39,online,True,Processing,0.53
FRAUD-5850361,Payment Fraud,Ontario,2024-01-03,3151.28,bank,29,online,False,Completion,0.43
FRAUD-1546489,Payment Fraud,Ontario,2023-06-04,4858.62,bank,54,in-person,True,Processing,0.67
FRAUD-7273844,Payment Fraud,Ontario,2024-01-27,3071.01,employer,21,email,True,Initiation,0.83
FRAUD-9383183,Payment Fraud,Ontario,2023-04-22,939.57,employer,60,email,False,Initiation,0.23
FRAUD-3880456,Payment Fraud,Ontario,2024-01-05,520.18,employer,28,online,False,Initiation,0.29
FRAUD-1793155,Payment Fraud,Ontario,2023-10-07,2196.27,employer,34,in-person,False,Processing,0.55
FRAUD-8232343,Payment Fraud,Ontario,2023-05-11,1014.84,bank,74,email,False,Processing,0.33
FRAUD-3430824,Payment Fraud,Ontario,2023-06-22,270.29,employer,65,online,False,Completion,0.79
FRAUD-2298396,Payment Fraud,Ontario,2024-06-07,4272.97,victim,24,email,True,Initiation,0.82
FRAUD-1609148,Payment Fraud,Ontario,2024-01-29,696.66,victim,73,phone,True,Initiation,0.4
FRAUD-8439634,Payment Fraud,Ontario,2024-10-27,4274.1,employer,79,in-person,True,Completion,0.78
FRAUD-9919530,Payment Fraud,Ontario,2024-03-20,4453.7,victim,28,in-person,True,Initiation,0.51
FRAUD-6098471,Payment Fraud,Ontario,2024-01-31,930.49,employer,46,phone,True,Completion,0.29
FRAUD-8180092,Payment Fraud,Ontario,2023-11-17,482.64,employer,63,online,True,Completion,0.38
FRAUD-9524561,Payment Fraud,Ontario,2024-01-12,883.66,victim,78,phone,True,Processing,0.52
FRAUD-2172854,Payment Fraud,Ontario,2024-03-28,4834.78,employer,27,in-person,True,Initiation,0.75
FRAUD-5116703,Payment Fraud,Ontario,2023-11-25,124.04,victim,46,email,False,Processing,0.63
FRAUD-9558298,Payment Fraud,Ontario,2023-08-30,3879.29,employer,44,phone,True,Initiation,0.58
FRAUD-7357387,Payment Fraud,Ontario,2024-01-03,3677.44,police,69,phone,True,Processing,0.94
FRAUD-3573926,Payment Fraud,Ontario,2024-05-08,2903.41,police,30,online,False,Completion,0.35
FRAUD-4912548,Payment Fraud,Ontario,2023-08-25,636.79,police,58,phone,False,Initiation,0.52
FRAUD-2858120,Payment Fraud,Ontario,2023-02-23,4989.79,bank,39,in-person,True,Processing,0.59
FRAUD-1054323,Payment Fraud,Ontario,2024-03-11,3461.6,bank,25,in-person,True,Processing,0.39
FRAUD-9169382,Payment Fraud,Ontario,2024-04-07,536.38,victim,58,in-person,True,Completion,0.28
FRAUD-8598076,Payment Fraud,Ontario,2023-07-15,1585.94,police,70,online,True,Completion,0.95
FRAUD-3364472,Payment Fraud,Ontario,2024-06-11,4591.29,bank,62,email,False,Initiation,0.21
FRAUD-4526820,Payment Fraud,Ontario,2024-05-23,1247.16,police,60,in-person,True,Processing,0.44
FRAUD-6242087,Payment Fraud,Ontario,2023-12-08,2383.72,victim,59,phone,False,Initiation,0.76
FRAUD-4924359,Payment Fraud,Ontario,2024-11-13,583.81,police,60,in-person,True,Completion,0.78
FRAUD-4198854,Payment Fraud,Ontario,2023-10-16,3134.78,police,72,online,False,Processing,0.35
FRAUD-1460978,Payment Fraud,Ontario,2024-08-10,4015.4,police,63,email,False,Processing,0.56
FRAUD-6504314,Payment Fraud,Ontario,2024-10-02,406.65,bank,20,email,True,Completion,0.91
FRAUD-6555973,Payment Fraud,Ontario,2023-04-25,1523.45,police,26,phone,True,Initiation,0.78
FRAUD-8496842,Payment Fraud,Ontario,2024-07-21,1730.46,police,37,online,True,Completion,0.9
FRAUD-2993408,Payment Fraud,Ontario,2024-02-22,4176.08,victim,27,phone,False,Initiation,0.25
FRAUD-6565105,Payment Fraud,Ontario,2024-03-26,4351.89,police,66,online,True,Completion,0.53
FRAUD-8753970,Payment Fraud,Ontario,2024-03-25,1308.34,police,77,email,False,Processing,0.45
FRAUD-7507443,Payment Fraud,Ontario,2023-11-06,2011.45,bank,19,email,True,Initiation,0.54
FRAUD-9763961,Payment Fraud,Ontario,2024-12-13,2053.39,victim,51,phone,False,Completion,0.93
FRAUD-1690460,Payment Fraud,Ontario,2023-08-15,1010.37,employer,70,email,False,Initiation,0.92
FRAUD-8865802,Payment Fraud,Ontario,2024-03-17,4686.86,employer,67,in-person,True,Processing,0.64
FRAUD-5149696,Payment Fraud,Ontario,2024-08-31,618.73,police,56,in-person,False,Processing,0.28
FRAUD-2796528,Payment Fraud,Ontario,2024-03-23,1738.75,victim,34,in-person,False,Initiation,0.77
FRAUD-9287853,Payment Fraud,Ontario,2023-04-22,3330.82,victim,24,in-person,True,Initiation,0.5
FRAUD-3302255,Payment Fraud,Ontario,2023-01-12,2646.8,victim,77,email,False,Completion,0.23
FRAUD-5315651,Payment Fraud,Ontario,2023-04-12,2778.13,bank,44,email,True,Initiation,0.39
FRAUD-8336131,Payment Fraud,Ontario,2024-10-13,1463.92,police,20,online,True,Processing,0.66
FRAUD-3087911,Payment Fraud,Ontario,2023-10-11,3175.15,victim,76,in-person,False,Initiation,0.61
FRAUD-4423473,Payment Fraud,Ontario,2024-06-13,834.34,victim,46,in-person,True,Completion,0.37
FRAUD-6528277,Payment Fraud,Ontario,2023-07-20,3803.67,employer,18,online,True,Processing,0.29
FRAUD-2615405,Payment Fraud,Ontario,2023-05-17,3933.25,employer,62,in-person,False,Completion,0.26
FRAUD-6226992,Payment Fraud,Ontario,2024-12-22,4909.77,victim,39,in-person,True,Completion,0.86
FRAUD-5948998,Payment Fraud,Ontario,2024-04-01,2246.71,victim,76,in-person,True,Processing,0.52
FRAUD-1858936,Payment Fraud,Ontario,2023-07-19,1979.17,bank,68,phone,True,Processing,0.94
FRAUD-5653946,Payment Fraud,Ontario,2024-11-01,4787.99,police,48,email,True,Initiation,0.53
FRAUD-9369447,Payment Fraud,Ontario,2023-06-26,2705.31,bank,77,online,True,Initiation,0.72
FRAUD-8798565,Payment Fraud,Ontario,2024-12-25,3915.88,bank,43,phone,False,Processing,0.85
FRAUD-4552664,Payment Fraud,Ontario,2023-05-12,313.68,employer,23,phone,False,Initiation,0.79
FRAUD-4173793,Payment Fraud,Ontario,2023-09-30,3033.15,employer,55,email,False,Initiation,0.65
FRAUD-3190172,Payment Fraud,Ontario,2023-06-14,2715.34,employer,57,online,False,Completion,0.74
FRAUD-5401786,Payment Fraud,Ontario,2023-07-06,4011.92,victim,36,phone,False,Processing,0.36
FRAUD-6784982,Payment Fraud,Ontario,2024-07-25,4442.11,victim,73,online,False,Completion,0.84
FRAUD-7510577,Payment Fraud,Ontario,2023-08-24,4984.49,victim,66,phone,False,Processing,0.24
FRAUD-7481749,Payment Fraud,Ontario,2023-09-29,2669.5,bank,32,phone,True,Processing,0.88
FRAUD-8544812,Payment Fraud,Ontario,2024-04-25,1167.25,employer,58,online,True,Initiation,0.48
FRAUD-3761022,Payment Fraud,Ontario,2023-08-27,1380.44,victim,54,online,True,Completion,0.58
FRAUD-8253109,Payment Fraud,Ontario,2024-07-22,2184.51,victim,55,phone,False,Initiation,0.46
FRAUD-8412082,Payment Fraud,Ontario,2023-08-23,3021.84,victim,70,email,False,Completion,0.39
FRAUD-3294172,Payment Fraud,Ontario,2024-03-22,2116.26,police,30,phone,False,Initiation,0.25
FRAUD-7356867,Payment Fraud,Ontario,2024-04-01,3432.03,employer,45,in-person,True,Completion,0.21
FRAUD-9929577,Payment Fraud,Ontario,2024-03-30,4693.69,police,76,in-person,False,Processing,0.49
FRAUD-1687740,Payment Fraud,Ontario,2024-09-20,4341.23,employer,76,phone,True,Initiation,0.34
FRAUD-4874015,Payment Fraud,Ontario,2024-06-21,1811.0,employer,72,phone,True,Initiation,0.3
FRAUD-9964043,Payment Fraud,Ontario,2023-03-09,3682.14,victim,74,online,True,Initiation,0.94
FRAUD-5807702,Payment Fraud,Ontario,2024-08-30,4665.54,police,45,email,False,Processing,0.48
FRAUD-4114755,Payment Fraud,Ontario,2024-01-18,1937.34,police,29,in-person,False,Processing,0.82
FRAUD-8535538,Payment Fraud,Ontario,2024-07-31,3690.23,victim,50,in-person,True,Completion,0.5
FRAUD-7406825,Payment Fraud,Ontario,2024-06-17,4854.32,victim,22,email,True,Processing,0.54
FRAUD-4459848,Payment Fraud,Ontario,2024-09-24,4275.73,police,53,online,True,Initiation,0.55
FRAUD-6130900,Payment Fraud,Ontario,2023-02-16,3707.03,victim,29,in-person,False,Processing,0.28
FRAUD-7954287,Payment Fraud,Ontario,2024-02-14,2986.58,employer,77,online,False,Processing,0.22
FRAUD-6695921,Payment Fraud,Ontario,2024-07-26,3991.58,police,19,online,False,Processing,0.35
FRAUD-1400298,Payment Fraud,Ontario,2024-01-03,4129.52,victim,80,email,False,Completion,0.71
FRAUD-2913273,Payment Fraud,Ontario,2024-04-28,4871.06,employer,60,email,True,Completion,0.55
FRAUD-2831670,Payment Fraud,Ontario,2023-09-03,1127.84,bank,73,phone,True,Completion,0.41
FRAUD-5524907,Payment Fraud,Ontario,2024-04-02,2949.68,police,41,in-person,True,Completion,0.83
FRAUD-9222123,Payment Fraud,Ontario,2024-04-23,4906.43,police,80,email,False,Processing,0.21
FRAUD-8314028,Payment Fraud,Ontario,2024-06-27,4759.54,police,21,online,False,Processing,0.46
FRAUD-8028673,Payment Fraud,Ontario,2023-09-29,196.08,victim,19,email,False,Initiation,0.88
FRAUD-5727183,Payment Fraud,Ontario,2023-06-16,2906.41,bank,36,email,True,Processing,0.33
FRAUD-4215917,Payment Fraud,Ontario,2023-09-28,216.62,victim,34,email,False,Initiation,0.81
FRAUD-9813133,Payment Fraud,Ontario,2023-11-18,1508.49,victim,22,online,False,Completion,0.8
FRAUD-5942518,Payment Fraud,Ontario,2024-09-19,4228.73,employer,23,email,False,Completion,0.23
FRAUD-6168372,Payment Fraud,Ontario,2023-12-08,1847.03,police,74,email,True,Processing,0.36
FRAUD-8214992,Payment Fraud,Ontario,2023-10-05,1734.64,victim,63,online,False,Processing,0.57
FRAUD-6989483,Payment Fraud,Ontario,2023-05-17,3445.79,bank,39,online,False,Initiation,0.26
FRAUD-6898396,Payment Fraud,Ontario,2023-03-02,2979.82,bank,31,in-person,False,Initiation,0.21
FRAUD-2625114,Payment Fraud,Ontario,2023-10-17,4122.36,police,19,phone,False,Processing,0.71
FRAUD-3695310,Payment Fraud,Ontario,2023-04-20,2477.1,victim,59,in-person,False,Completion,0.43
FRAUD-6984222,Payment Fraud,Ontario,2024-04-18,3719.96,bank,24,online,False,Processing,0.55
FRAUD-4956782,Payment Fraud,Ontario,2023-12-22,1611.86,employer,24,online,True,Processing,0.9
FRAUD-2564351,Payment Fraud,Ontario,2024-09-14,3147.31,employer,37,online,False,Processing,0.84
FRAUD-8000160,Payment Fraud,Ontario,2024-09-25,4271.31,bank,64,online,False,Initiation,0.71
FRAUD-8779904,Payment Fraud,Ontario,2024-01-28,1801.11,bank,29,in-person,False,Completion,0.72
FRAUD-8766740,Payment Fraud,Ontario,2024-05-17,2426.91,employer,22,in-person,False,Initiation,0.93
FRAUD-2097251,Payment Fraud,Ontario,2023-02-26,252.33,victim,55,email,True,Processing,0.26
FRAUD-5649674,Payment Fraud,Ontario,2023-08-30,3476.35,bank,77,online,False,Processing,0.42
FRAUD-4907972,Payment Fraud,Ontario,2024-11-25,3611.95,bank,52,in-person,False,Processing,0.83
FRAUD-2111699,Payment Fraud,Ontario,2023-01-24,3090.89,bank,80,email,True,Completion,0.34
FRAUD-6979056,Payment Fraud,Ontario,2024-10-15,3293.49,employer,53,phone,False,Initiation,0.42
FRAUD-5902029,Payment Fraud,Ontario,2024-05-16,1149.12,police,67,online,False,Completion,0.9
FRAUD-8201739,Payment Fraud,Ontario,2024-07-15,1025.78,employer,60,phone,True,Initiation,0.23
FRAUD-6095684,Payment Fraud,Ontario,2023-01-21,3749.44,victim,76,phone,False,Completion,0.42
FRAUD-1043012,Payment Fraud,Ontario,2023-04-04,3031.28,police,34,phone,True,Processing,0.22
FRAUD-1735284,Payment Fraud,Ontario,2024-01-20,398.99,police,21,online,False,Processing,0.91
FRAUD-2842670,Payment Fraud,Ontario,2024-04-23,3295.5,employer,54,phone,True,Completion,0.86
FRAUD-5527130,Payment Fraud,Ontario,2024-01-06,1253.27,police,48,online,False,Initiation,0.8
FRAUD-4124594,Payment Fraud,Ontario,2024-06-05,2354.3,bank,47,phone,False,Processing,0.66
FRAUD-2090775,Payment Fraud,Ontario,2024-04-18,3853.6,bank,66,email,False,Completion,0.89
FRAUD-5336056,Payment Fraud,Ontario,2023-03-08,3332.25,victim,60,online,True,Initiation,0.56
FRAUD-4575159,Payment Fraud,Ontario,2024-02-08,3291.93,employer,63,email,False,Processing,0.51
FRAUD-7438212,Payment Fraud,Ontario,2023-08-03,776.58,bank,67,phone,False,Processing,0.59
FRAUD-8352676,Payment Fraud,Ontario,2024-04-04,3683.74,employer,75,online,True,Initiation,0.38
FRAUD-3562685,Payment Fraud,Ontario,2024-09-03,751.33,employer,45,email,False,Initiation,0.57
FRAUD-3962884,Payment Fraud,Ontario,2023-11-27,1026.02,victim,39,in-person,True,Completion,0.35
FRAUD-3699344,Payment Fraud,Ontario,2024-09-26,1324.98,employer,30,in-person,False,Completion,0.27
FRAUD-9349671,Payment Fraud,Ontario,2024-11-08,2893.11,victim,64,in-person,True,Initiation,0.45
FRAUD-9951078,Payment Fraud,Ontario,2023-09-01,2232.17,police,34,in-person,True,Completion,0.35
FRAUD-9035033,Payment Fraud,Ontario,2023-10-12,4737.35,employer,44,email,True,Processing,0.66
FRAUD-2407780,Payment Fraud,Ontario,2023-08-02,746.77,employer,18,email,True,Completion,0.29
FRAUD-2017586,Payment Fraud,Ontario,2023-06-09,3736.05,police,39,phone,False,Processing,0.83
FRAUD-5859128,Payment Fraud,Ontario,2024-03-03,579.85,bank,55,email,True,Completion,0.59
FRAUD-4818465,Payment Fraud,Ontario,2024-03-15,1372.18,employer,33,online,True,Processing,0.41
FRAUD-1338132,Payment Fraud,Ontario,2024-11-13,1771.52,employer,43,phone,True,Initiation,0.67
FRAUD-4029683,Payment Fraud,Ontario,2023-07-06,4092.5,police,18,email,True,Initiation,0.71
FRAUD-9720888,Payment Fraud,Ontario,2024-08-03,4596.36,victim,18,in-person,True,Initiation,0.81
FRAUD-5538228,Payment Fraud,Ontario,2023-11-17,384.15,employer,33,phone,True,Completion,0.26
FRAUD-1326560,Payment Fraud,Ontario,2023-09-29,710.72,bank,36,phone,True,Completion,0.48
FRAUD-7163295,Payment Fraud,Ontario,2024-05-19,3112.08,employer,66,online,False,Completion,0.84
FRAUD-4582896,Payment Fraud,Ontario,2023-01-12,1612.23,victim,52,phone,True,Completion,0.88
FRAUD-7518602,Payment Fraud,Ontario,2024-07-19,1396.65,victim,32,phone,True,Processing,0.87
FRAUD-9966269,Payment Fraud,Ontario,2024-05-03,174.01,employer,23,in-person,True,Processing,0.69
FRAUD-1803093,Payment Fraud,Ontario,2024-04-02,3825.78,victim,68,in-person,False,Processing,0.51
FRAUD-3286634,Payment Fraud,Ontario,2023-10-07,4588.74,victim,34,in-person,True,Initiation,0.46
FRAUD-5328749,Payment Fraud,Ontario,2024-09-23,3324.52,bank,37,online,False,Processing,0.87
FRAUD-5094328,Payment Fraud,Ontario,2024-12-30,170.15,victim,18,online,False,Completion,0.71
FRAUD-1563612,Payment Fraud,Ontario,2024-06-02,4277.15,bank,43,email,False,Initiation,0.63
FRAUD-1845165,Payment Fraud,Ontario,2023-08-10,1725.44,bank,20,in-person,False,Processing,0.6
FRAUD-8048454,Payment Fraud,Ontario,2023-04-08,2385.54,bank,67,email,False,Processing,0.73
FRAUD-4914777,Payment Fraud,Ontario,2023-11-06,1471.09,police,78,phone,False,Processing,0.29
FRAUD-4012815,Payment Fraud,Ontario,2023-10-25,503.43,police,41,in-person,True,Processing,0.32
FRAUD-8154066,Payment Fraud,Ontario,2024-11-07,3503.22,bank,26,in-person,True,Processing,0.78
FRAUD-8852664,Payment Fraud,Ontario,2023-04-20,2098.56,employer,31,phone,False,Completion,0.53
FRAUD-6273364,Payment Fraud,Ontario,2023-10-18,4489.56,employer,62,email,True,Initiation,0.82
FRAUD-1217370,Payment Fraud,Ontario,2023-10-25,1199.05,employer,52,online,False,Completion,0.28
FRAUD-7052886,Payment Fraud,Ontario,2023-06-10,2345.11,bank,50,phone,True,Initiation,0.23
FRAUD-9161612,Payment Fraud,Ontario,2023-10-30,4199.41,employer,34,online,True,Initiation,0.21
FRAUD-7259780,Payment Fraud,Ontario,2023-03-18,4026.64,employer,21,phone,True,Initiation,0.63
FRAUD-7310923,Payment Fraud,Ontario,2023-02-09,2073.85,employer,32,online,False,Initiation,0.88
FRAUD-7323138,Payment Fraud,Ontario,2024-02-28,1403.03,victim,50,online,False,Completion,0.54
FRAUD-7427250,Payment Fraud,Ontario,2024-04-25,1292.81,employer,25,phone,False,Initiation,0.42
FRAUD-7924242,Payment Fraud,Ontario,2024-03-19,3827.52,victim,60,phone,False,Processing,0.53
FRAUD-8058158,Payment Fraud,Ontario,2024-12-05,519.74,employer,52,in-person,True,Processing,0.43
FRAUD-9054365,Payment Fraud,Ontario,2023-12-26,2350.81,victim,66,in-person,False,Completion,0.76
FRAUD-2353309,Payment Fraud,Ontario,2023-12-28,3339.03,victim,49,email,False,Processing,0.44
FRAUD-2410170,Payment Fraud,Ontario,2023-06-11,1468.72,police,30,in-person,True,Initiation,0.73
FRAUD-3271411,Payment Fraud,Ontario,2023-12-11,2828.66,employer,33,email,False,Initiation,0.81
FRAUD-6172666,Payment Fraud,Ontario,2023-06-26,3082.36,police,72,phone,True,Processing,0.6
FRAUD-8753177,Payment Fraud,Ontario,2023-03-17,2498.32,employer,75,email,True,Initiation,0.42
FRAUD-8460305,Payment Fraud,Ontario,2023-04-17,1658.28,employer,65,email,False,Completion,0.73
FRAUD-4440527,Payment Fraud,Ontario,2024-05-22,3932.44,bank,33,email,True,Processing,0.33
FRAUD-9818848,Payment Fraud,Ontario,2024-09-09,297.8,bank,36,in-person,True,Processing,0.27
FRAUD-7207865,Payment Fraud,Ontario,2024-11-24,1603.45,victim,78,email,False,Processing,0.22
FRAUD-4474469,Payment Fraud,Ontario,2024-05-05,4153.95,bank,57,in-person,True,Initiation,0.57
FRAUD-8105295,Payment Fraud,Ontario,2024-11-10,824.2,employer,73,email,True,Completion,0.28
FRAUD-8039145,Payment Fraud,Ontario,2023-05-18,4520.53,employer,57,in-person,False,Initiation,0.37
FRAUD-7103894,Payment Fraud,Ontario,2024-03-05,3508.35,police,65,phone,True,Completion,0.29
FRAUD-2341281,Payment Fraud,Ontario,2024-12-29,4689.89,employer,74,email,True,Processing,0.25
FRAUD-8407953,Payment Fraud,Ontario,2023-02-02,2191.76,police,55,email,False,Processing,0.88
FRAUD-4365271,Payment Fraud,Ontario,2024-03-11,1394.21,bank,25,phone,True,Completion,0.83
FRAUD-6666415,Payment Fraud,Ontario,2023-01-06,2900.57,bank,21,in-person,False,Initiation,0.53
FRAUD-6242932,Payment Fraud,Ontario,2024-10-08,243.9,victim,24,email,False,Initiation,0.73
FRAUD-3624547,Payment Fraud,Ontario,2023-09-01,3543.58,bank,43,email,True,Completion,0.72
FRAUD-9326569,Payment Fraud,Ontario,2024-01-21,1643.91,bank,58,online,True,Processing,0.9
FRAUD-3269622,Payment Fraud,Ontario,2024-10-06,2427.28,bank,76,email,True,Initiation,0.26
FRAUD-5839310,Payment Fraud,Ontario,2023-10-27,4144.81,victim,70,in-person,True,Processing,0.79
FRAUD-3341716,Payment Fraud,Ontario,2023-07-17,362.26,victim,40,online,True,Completion,0.33
FRAUD-9245487,Payment Fraud,Ontario,2023-01-07,1469.17,police,51,online,False,Initiation,0.28
FRAUD-6699531,Payment Fraud,Ontario,2024-03-26,4692.09,police,56,phone,True,Initiation,0.78
FRAUD-3111549,Payment Fraud,Ontario,2023-03-08,3754.56,police,66,email,False,Initiation,0.91
FRAUD-3536941,Payment Fraud,Ontario,2024-07-13,1425.68,police,73,online,False,Processing,0.46
FRAUD-8184843,Payment Fraud,Ontario,2023-12-25,1384.35,employer,33,phone,False,Completion,0.64
FRAUD-7047358,Payment Fraud,Ontario,2023-11-16,3274.98,victim,77,phone,False,Completion,0.83
FRAUD-4571289,Payment Fraud,Ontario,2024-02-02,3039.05,employer,66,phone,True,Completion,0.44
FRAUD-1778173,Payment Fraud,Ontario,2024-12-06,2514.52,bank,79,phone,False,Completion,0.88
FRAUD-7362472,Payment Fraud,Ontario,2023-06-12,1970.22,victim,76,phone,False,Initiation,0.34
FRAUD-2181178,Payment Fraud,Ontario,2023-05-21,2590.09,bank,42,phone,False,Completion,0.63
